id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
417086,-0.397992778159501,-1.3465085876922975,1.070406577406554,-0.0542485458579525,0.2036923629079621,0.4288453395714758,0.821976742652553,-0.1560307679060368,0.381676605780432,0.4249837499646108,-0.3371724633796277,0.2707649812554567,-0.8795372431376239,0.5124530283665449,2.0788652408398764,0.6607884928935865,0.505457272320061,1.343204802588314,0.1160377958240195,1.3851344377183457,0.1428214739437625,0.5952599348490705,1.343259918291147,-0.2283091289818095,-0.1681940016527087,0.7425474053068648,-0.5614017958280526,-0.3087077682009948,3857.99,1
557272,-0.2676770239291987,0.2472497236548275,0.1505682917309969,0.5951299556011365,0.1025637455550758,0.0810461576116929,-0.0263404905172265,-0.1512257991567227,-0.335945080310739,-0.2995817437373937,-0.052676563482024,-0.6338080424394016,-0.8441638768058445,-0.7950458288024632,-0.6974091958550271,-0.4017494982452434,-0.2955590994596848,-0.2172987084723182,-0.0077019760131999,0.0885032689144798,0.1973716761759977,-0.3352950276984308,-0.1800366401396527,-0.0609733507737919,-0.0786125925150552,0.2051464801681152,0.2977456608369883,0.2430299853127747,19961.79,1
459623,-0.9088922168527136,-0.4550166395336333,-0.6539816517442535,0.394067993111911,0.993358683121476,-1.0192588032928145,-0.7516116332884443,-0.2457712293317923,-0.8173692345739925,-0.5985809122293893,0.6225114446677941,-0.5112153995264763,1.1995903887527832,-0.501694340247422,-0.5894707474384143,-0.8389402525602809,-1.0075832616988472,-0.79374172804787,0.8561003282844912,0.0526184444018824,-0.1963530524131606,0.3126567826604849,-0.7531639016758668,0.2211163525262752,0.3561015015064011,-1.396588116773746,0.6002775380395127,-0.0209418478207336,5400.14,1
393237,-0.5550188788869045,-0.268993043777682,-0.4786171138966037,0.4161353251852035,-0.331074009408654,-0.6205065104941433,-0.073197724836728,0.1066639240269677,-0.5732750546279735,-0.7293525634716683,0.7662302896569217,-0.8209987933897962,-1.3122008191733203,-0.8551047002086016,0.8139862272630848,-0.6707865692748399,-0.6460963691074477,-0.2430110408489933,0.5138809080288377,1.4523490150959983,0.2706992080545863,-0.1754895191448456,0.8293864355540123,0.0396596083668342,0.2999847960595257,0.3187451912540567,0.5902054692170213,0.3744410506110737,5899.37,1
380598,-0.7350847930480824,0.3438125312724163,-0.7226510605781572,0.9918244784219518,-0.3285458077123792,-0.3026199902415748,-0.5335247240338348,0.0732342160549376,-0.1219678489400754,-0.5601130287231224,1.0727336339241145,-1.3739997375874078,0.2914551189974251,-1.0130891196777805,0.8297565308379001,-1.284015747826161,-1.0815393657237011,-1.2524326341032472,0.7537592086904249,-0.2706724729617342,0.1477809273697579,0.1591385966764072,0.5334376954429358,-0.5161780697671944,-0.9123324549256407,-0.1179328789818164,-1.152564009815926,1.4435938907946106,4258.06,1
265455,1.8234187398222408,-0.1875090343087219,-0.3403954164174891,-0.2936722030471199,0.8047555468894795,-0.6749517208858784,0.8008446712602802,-0.2801029484905741,0.3813007004515703,0.2147043324768341,-0.2901804391768104,0.9794580045586866,1.0821681049610077,-0.1728771999485233,-0.2259818825480273,0.567573152476187,1.4717002688026335,0.5079613708307695,-0.6129083522789734,-0.2212803376559787,-0.1155745472902201,0.1237383386370206,-0.0359310630006246,2.2495256742156533,0.5723799725495969,1.3560737040436144,-0.3195870265803905,-0.1153861514189006,16320.37,0
365596,-0.6102146881524945,0.8154011520226002,-0.7750549865313893,1.102357595410888,1.2598642815784131,-1.0714679310574209,-0.2454943653678753,-0.5347262144526468,-1.4366653155078877,-0.8861704060951435,1.1923116445783393,-0.9796880569338672,-2.465109598489699,-1.3987632269279966,-0.4577776784083961,-0.1958424254674879,0.1865079698870531,0.537005088664537,-1.9480461798005573,0.5057458499473272,-0.4191742865955401,0.310609081123343,-0.8060373067035436,-0.7287553365612897,0.6937447961892625,0.9592552943422143,0.765749621526234,0.796203098713356,9631.94,1
197704,0.5408074292072547,-0.4992293567278074,0.3833884971441592,-1.4098292839200377,0.1696147858286627,0.2088427764672703,0.3727110792455352,-0.3580677395555631,-0.0766996871550272,0.8694567092769286,-0.525421996586599,0.6396108230319931,-0.3686640186402661,1.028495833801203,-0.8228263829366091,-0.0543044989579349,0.270088236163957,1.996863178653676,-1.1224333062646783,-0.9207998530793402,0.1838351839132465,0.0946099511492934,-0.2678294180748673,-0.5143315938217797,0.6192407618868736,1.7381868947305417,-0.0356502059549049,0.5345315735593342,13094.07,0
115043,1.040520490508216,-0.3736093047046741,0.7475689536147165,-0.3579062803476835,0.0666652117138209,-0.1335989098564509,0.4433030636396167,-0.1923157912185679,0.5679126137992454,0.5765786704573723,-0.8017727197973747,0.688763236534907,-0.1015649705772003,0.9023943457518828,1.2861035612771388,0.6841212088189412,0.3207817521813378,0.0338713704567336,-0.3149623694582851,-0.2897910481076665,-0.2100607966827676,-0.7289310733636664,0.1211738306644086,0.7775484937685531,0.2452499380176961,0.2309627272455081,-0.2745439733687186,-0.0563059781421945,6137.86,0
19235,-0.2961418415710063,-0.7427382901694702,2.065842938937767,-0.7333816685951794,-0.0896945417716662,0.6889425940789271,1.13795436535332,-0.1934652246933457,0.5843828049362351,0.2126210861900365,-1.381478070697146,0.5026747311906231,0.4146299740224531,0.3947191082325095,0.1556763264387774,0.8557431811369082,0.2178740168351114,0.5541016674406374,-0.7509505246114319,0.8000658996325427,0.0259701553867454,0.3422739768606225,0.5519392011739338,0.1309949030295911,0.8009985578865739,1.091786143164001,-0.5518996117669753,-0.4075283206034931,22329.32,0
519552,-0.3684949290384443,0.5259360070538961,-0.504290232972529,0.3205974366607533,-0.3515342027008115,-1.2182941004128105,-0.4158461479533255,0.2079691414430563,-0.0018317361660507,-0.9378874502176344,1.1009390935383,-1.200486972620694,0.4211941958521995,-0.8941290559249477,0.0591606017519383,-0.647400867017892,-0.5112054297904945,-0.3131934259257901,-0.3096709912652984,0.202520695302713,0.0949431901196882,-0.5407590508522627,0.0083201616286568,0.7743928323113474,-0.0063606501640648,0.677363229354916,0.3924611240745957,0.4672921104995396,2848.29,1
